user_id,song_id,song_play_count,track_id,title,song_id,release,artist_id,artist_mbid,artist_name,duration,artist_familiarity,artist_hottness,year
36ef3e4966e0e72facde925f98ebabc2e9189fee,SOABVWD12A58A7C3FF,1,TRAVVSL128F92F607D,Adios_ Mi Corazon,SOABVWD12A58A7C3FF,South Of The Border,ARJUNZD1187B9A5DAE,012ef4f9-2d35-4000-86e5-bc761f87dab9,Herb Alpert And The Tijuana Brass,163.94404,0.552416732219,0.481369053276,1964
36ef3e4966e0e72facde925f98ebabc2e9189fee,SOAFUDP12A6D4F7211,1,TRABICV128F146AEF8,Deep Night/Softly As In A Morning Sunrise (Medley),SOAFUDP12A6D4F7211,Ultra-Lounge_ Vol. 17: Bongoland,AR7UOUK1187B99078C,256cf8f4-51d3-4de2-86f0-668616e9eab3,Terry Snyder,340.11383,0.457207166467,0.320919611235,0
36ef3e4966e0e72facde925f98ebabc2e9189fee,SOAUFFQ12A8C134623,1,TRAYMKM128F4277046,Patterns,SOAUFFQ12A8C134623,Parsley_ Sage_ Rosemary And Thyme,ARIWB161187B9AA1D5,5d02f264-e225-41ff-83f7-d9b1f0b1874a,Simon & Garfunkel,182.56934,0.796493401551,0.510324986101,1966
36ef3e4966e0e72facde925f98ebabc2e9189fee,SOAZGWL12A6D4F7AC2,1,TRAWXON128F1471203,Yesterday,SOAZGWL12A6D4F7AC2,The Music of The Beatles In Bossa Nova,AREYIHC1187B99CE0B,1b37371e-9e55-4a35-b3d8-bfb10cc1f364,Brasilian Tropical Orchestra,160.31302,0.378013152139,0.339408486355,1999
36ef3e4966e0e72facde925f98ebabc2e9189fee,SOBEVGM12A67ADBCA7,2,TRBDOVF128E0795641,Baby Boy [feat. Beyonce],SOBEVGM12A67ADBCA7,Dutty Rock,AR65K7A1187FB4DAA4,183105b5-3e68-4748-9086-2c1c11bf7a3d,Sean Paul,245.34159,0.88446105206,0.619431422311,0
36ef3e4966e0e72facde925f98ebabc2e9189fee,SOBJUKG12A58A7DCA8,1,TRANSKF128F147FCB4,Two Hearts,SOBJUKG12A58A7DCA8,Love Songs,AR9W3X91187FB3994C,401c3991-b76b-499d-8082-9f2df958ef78,Phil Collins,204.19873,0.655921417588,0.578301633597,1988
36ef3e4966e0e72facde925f98ebabc2e9189fee,SOCSJFL12AB018E42A,6,TRASXOW12903CB7528,Two Heads One Pillow,SOCSJFL12AB018E42A,Two-Shade,ARJMGMP124BAE72D46,795071f0-f110-41c8-aaee-f5ea7f460a4d,Gerald Clayton,384.15628,0.47135797835,0.283027088623,2009
36ef3e4966e0e72facde925f98ebabc2e9189fee,SOIEXWD12A8C14314E,1,TRAESQE128F92D0349,Come Monday,SOIEXWD12A8C14314E,Here At The Mayflower,ARVZDOM1187B9B49C9,7bb60591-46f3-4147-b692-1814a87e832e,Barry Manilow,235.96363,0.676755655323,0.543706050517,0
36ef3e4966e0e72facde925f98ebabc2e9189fee,SOKWQCX12AF729F29A,1,TRAHULA128F92CC05F,Old Friends,SOKWQCX12AF729F29A,The Collection,ARIWB161187B9AA1D5,5d02f264-e225-41ff-83f7-d9b1f0b1874a,Simon & Garfunkel,130.76853,0.593972953356,0.510324986101,1968
36ef3e4966e0e72facde925f98ebabc2e9189fee,SONMMMW12AB017DACF,1,TRAJIBJ128F930D55B,The Minuet Of The Robots,SONMMMW12AB017DACF,The Out Sound From Way In!,ARK2G5U1187FB46B34,49a5b367-9a25-43eb-a055-34803a5dce55,Perrey And Kingsley,137.19465,0.53060579794,0.350327605227,1968
36ef3e4966e0e72facde925f98ebabc2e9189fee,SOPHYIS12AAF3B35A3,1,TRAADYB128F92D7E73,The More I See You,SOPHYIS12AAF3B35A3,Bossa Nova Stories,ARGMXQW1187FB54C34,9974cbc1-6a00-4a97-8a36-e4a25bfe0293,Eliane Elias,251.42812,0.669726187566,0.427914246983,2009
36ef3e4966e0e72facde925f98ebabc2e9189fee,SOPKIWR12AF72AAB2F,1,TRAOSFC128F42618F6,Here Comes The Big Parade,SOPKIWR12AF72AAB2F,She,AR9I1L41187FB37F0E,fd23e684-270f-4507-9cb0-a0e0d7854d16,Harry Connick_ Jr.,251.76771,0.691133728644,0.53105019318,1994
36ef3e4966e0e72facde925f98ebabc2e9189fee,SOTXLGG12AB01870EB,1,TRAYTMY12903CE4E5A,Brighten Your Night With My Day,SOTXLGG12AB01870EB,Listen With James,ARSF0K11187B9AF319,c5a69f1d-f4fc-42b1-9e99-5b3cd35406fa,James Taylor,153.28608,0.826513628554,0.628228387313,0
