user_id,song_id,song_play_count,track_id,title,song_id,release,artist_id,artist_mbid,artist_name,duration,artist_familiarity,artist_hottness,year
7c7aa7bde39229221e50c1e5ffffc86005fcee2f,SOAXAPU12A67020EF9,2,TRAICHS128E0785545,"Dirty Movies"" (Album Version)",SOAXAPU12A67020EF9,Fair Warning,ARNLO5S1187B9B80CC,b665b768-0d83-4363-950c-31ed39317c15,Van Halen,248.00608,0.744641245933,0.579988982429,1981
7c7aa7bde39229221e50c1e5ffffc86005fcee2f,SODQFQC12A8C13FD7A,1,TRBCANP128F92FA6B9,Good Enough,SODQFQC12A8C13FD7A,The Open Door,ARVXU2X1187B9AE6D8,f4a31f0a-51dd-4fa7-986d-3095c40c5ed9,Evanescence,331.36281,0.920959645383,0.705757553231,2006
7c7aa7bde39229221e50c1e5ffffc86005fcee2f,SOEHWGF12A6D4F8B2B,1,TRAAKDG128F42A0ECB,Hips Don't Lie (featuring Wyclef Jean),SOEHWGF12A6D4F8B2B,Essential R&B Hit Selection,AR6PJ8R1187FB5AD70,bf24ca37-25f4-4e34-9aec-460b94364cfc,Shakira Featuring Wyclef Jean,217.36444,0.83317856089,0.682263176764,0
7c7aa7bde39229221e50c1e5ffffc86005fcee2f,SOEMXXF12A6D4F932C,5,TRAQFGR128EF34E7AF,Waterfall (Spirit Of The Rainforest Album Version),SOEMXXF12A6D4F932C,Spirit Of The Rainforest,ARI4S0E1187B9B06C0,50a45c3d-b54b-4fd5-bb83-5046e4ff6813,David Arkenstone,363.41506,0.639396479557,0.430942043436,0
7c7aa7bde39229221e50c1e5ffffc86005fcee2f,SOFKEDR12A8C13D381,1,TRAVPOV128F429EC1B,You (featuring Tank) (Amended Album Version),SOFKEDR12A8C13D381,The Real Testament,AR7Q0O91187FB4DBE7,72f62a4c-0042-49f6-b4dc-2f5b27dd289f,Plies featuring Tank,218.04363,0.919517092225,0.547940429488,2007
7c7aa7bde39229221e50c1e5ffffc86005fcee2f,SOISFRK12A6D4F573D,2,TRAPHZT128F147A02B,Affliction,SOISFRK12A6D4F573D,DECEMBERUNDERGROUND,AR2FAMK1187FB4CF60,1c3919b2-43ca-4a4a-935d-9d50135ec0ef,AFI,328.72444,0.909247283467,0.554938522475,2006
7c7aa7bde39229221e50c1e5ffffc86005fcee2f,SOJDXQI12AF72A580E,2,TRAUWFN128F1462E09,One Year_ Six Months,SOJDXQI12AF72A580E,Ocean Avenue,AR048JZ1187B9AEB85,3630fff3-52fc-4e97-ab01-d68fd88e4135,Yellowcard,208.79628,0.872933783073,0.627467258563,2003
7c7aa7bde39229221e50c1e5ffffc86005fcee2f,SOKXYUW12A8C140229,1,TRAYQLP128F92FA224,Check On It,SOKXYUW12A8C140229,Check On It,AR65K7A1187FB4DAA4,183105b5-3e68-4748-9086-2c1c11bf7a3d,Beyoncé feat. Slim Thug,211.17342,0.889460725348,0.612067268298,2005
7c7aa7bde39229221e50c1e5ffffc86005fcee2f,SOLLOSO12AB0184A7A,1,TRAWIQY12903CCC64A,Missing (Live in Europe),SOLLOSO12AB0184A7A,Anywhere But Home (Live),ARVXU2X1187B9AE6D8,f4a31f0a-51dd-4fa7-986d-3095c40c5ed9,Evanescence,255.13751,0.920959645383,0.752794435289,0
7c7aa7bde39229221e50c1e5ffffc86005fcee2f,SOLSJHM12A8C139B46,1,TRBALRR128F429625D,Can't Make You Love Me,SOLSJHM12A8C139B46,Oops!... I Did It Again,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,196.80608,0.947327506635,0.631289507585,2000
7c7aa7bde39229221e50c1e5ffffc86005fcee2f,SOMMXAD12A58A76FBF,1,TRAWEST128F4242614,Meathead (Album Version) (Non-PA),SOMMXAD12A58A76FBF,In The Wake Of Determination,ARF6ZTO1187FB3684F,e2c3c508-f0ab-49af-92c9-a81d66d67405,Story Of The Year,145.3971,0.806762595659,0.580095045199,2005
