user_id,song_id,song_play_count,track_id,title,song_id,release,artist_id,artist_mbid,artist_name,duration,artist_familiarity,artist_hottness,year
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOACUIU12A6D4F715B,1,TRATZQS128F1467D4B,Going Under,SOACUIU12A6D4F715B,Duty Now For The Future/New Traditionalists,ARYML1P1187B9AF39B,d2db1078-c170-4e22-b261-14f3ad60a690,Devo,205.50485,0.707839968442,0.532445870959,1981
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOBEVGM12A67ADBCA7,3,TRBDOVF128E0795641,Baby Boy [feat. Beyonce],SOBEVGM12A67ADBCA7,Dutty Rock,AR65K7A1187FB4DAA4,183105b5-3e68-4748-9086-2c1c11bf7a3d,Sean Paul,245.34159,0.88446105206,0.619431422311,0
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOFKEDR12A8C13D381,1,TRAVPOV128F429EC1B,You (featuring Tank) (Amended Album Version),SOFKEDR12A8C13D381,The Real Testament,AR7Q0O91187FB4DBE7,72f62a4c-0042-49f6-b4dc-2f5b27dd289f,Plies featuring Tank,218.04363,0.919517092225,0.547940429488,2007
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOHIHSR12AB0184E8F,1,TRBCJUF128F93190C2,Everyone's At It,SOHIHSR12AB0184E8F,It's Not Me_ It's You,ARKZJ301187FB521B2,6e0c7c0e-cba5-4c2c-a652-38f71ef5785d,Lily Allen,277.83791,0.916058238483,0.53540837923,2009
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOIZLKI12A6D4F7B61,1,TRAURYF128F147805D,Supermassive Black Hole (Album Version),SOIZLKI12A6D4F7B61,Supermassive Black Hole,ARR3ONV1187B9A2F59,fd857293-5ab8-40de-b29e-55a69d4e4d0f,Muse,209.34485,0.929030287441,0.750426551019,0
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOKXYUW12A8C140229,3,TRAYQLP128F92FA224,Check On It,SOKXYUW12A8C140229,Check On It,AR65K7A1187FB4DAA4,183105b5-3e68-4748-9086-2c1c11bf7a3d,Beyoncé feat. Slim Thug,211.17342,0.889460725348,0.612067268298,2005
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOKZTHA12A8C134830,1,TRBDHKL128F426BE45,Good Girl Gone Bad,SOKZTHA12A8C134830,Good Girl Gone Bad: Reloaded,ARKU3Z61187FB51DCA,73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,213.26322,0.917863905848,0.908202619208,2007
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SONQNPM12A67020A32,2,TRAIYDL128E0791583,Music Of The Sun,SONQNPM12A67020A32,Music Of The Sun,ARKU3Z61187FB51DCA,73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,235.98975,0.917863905848,0.908202619208,2005
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOPWKOX12A8C139D43,1,TRAIELD128F92DC682,Genius,SOPWKOX12A8C139D43,Youth & Young Manhood,ARF2EHS1187B994F4E,6ffb8ea9-2370-44d8-b678-e9237bbd347b,Kings Of Leon,168.82893,0.845768866449,0.788805935162,2003
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SORTPHZ12A8C13D374,3,TRANUEV128F4282392,I Am The Club (Explicit Album Version),SORTPHZ12A8C13D374,The Real Testament [Deluxe],AR7Q0O91187FB4DBE7,72f62a4c-0042-49f6-b4dc-2f5b27dd289f,Plies,223.65995,0.919517092225,0.547940429488,0
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOSNQQX12AF729C44C,1,TRADZXK128F429DB92,Show You How,SOSNQQX12AF729C44C,Sawdust,ARVG4OK1187B9B6BD3,95e1ead9-4d31-4808-a7ac-32c3614c116b,The Killers,166.29506,0.918451788889,0.82890630154,2004
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOTEFFR12A8C144765,1,TRBIFGK128F92F23A2,A Dustland Fairytale,SOTEFFR12A8C144765,Day & Age,ARVG4OK1187B9B6BD3,95e1ead9-4d31-4808-a7ac-32c3614c116b,The Killers,225.12281,0.918451788889,0.82890630154,2008
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOUCKDH12A8C138FF5,2,TRANBUW128F933C645,Don't Panic,SOUCKDH12A8C138FF5,Don't Panic,ARJ7KF01187B98D717,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Coldplay,139.12771,0.8650215115,0.916053228284,1999
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOULTKQ12AB018A183,2,TRAWBHE12903CBC4CB,Nothin' On You [feat. Bruno Mars] (Album Version),SOULTKQ12AB018A183,B.o.B Presents: The Adventures of Bobby Ray,ARKQQZA12086C116FC,94c338ff-1985-4429-9dc8-997b61bb5932,B.o.B,269.63546,0.768223624915,0.712534952937,2010
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOYQXAU12A8C135A75,1,TRAWJDS128F4262D92,Let Men Burn Stars,SOYQXAU12A8C135A75,Before The Dawn Heals Us,ARB6OGR1187FB4D43D,6d7b7cd4-254b-4c25-83f6-dd20f98ceacd,M83,116.45342,0.823548253022,0.507115548752,2005
