user_id,song_id,song_play_count,track_id,title,song_id,release,artist_id,artist_mbid,artist_name,duration,artist_familiarity,artist_hottness,year
7e89a43dc229de4259b5a36053de255a6247a773,SOASNQV12A8AE48819,2,TRAUTTP128F425BDEB,Charly (Trip Into Drum And Bass Version) (Remastered),SOASNQV12A8AE48819,Experience: Expanded (Remastered),AR4L4WQ1187FB51996,4a4ee089-93b1-4470-af9a-6ff575d32704,The Prodigy,312.86812,0.638614022451,0.601436482837,0
7e89a43dc229de4259b5a36053de255a6247a773,SOCGOZK12A8151BD5D,3,TRASRXK128F9311176,Fake Tales Of San Francisco,SOCGOZK12A8151BD5D,Whatever People Say I Am_ That's What I'm Not,ARM0P6Z1187FB4D466,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,Arctic Monkeys,177.94567,0.816596710223,0.57707587455,2004
7e89a43dc229de4259b5a36053de255a6247a773,SOCVOFW12A6D227200,7,TRAJOPN128F423BEC3,Dimension,SOCVOFW12A6D227200,Dane Cook's Tourgasm Soundtrack,ARDF8K01187FB37200,f0c8f75f-8736-4b1d-b312-9349fcff321d,Wolfmother,260.91057,0.792255589732,0.566971566219,2004
7e89a43dc229de4259b5a36053de255a6247a773,SOEIQUY12AF72A086A,2,TRAMCGL128F92F3D87,Eriatarka,SOEIQUY12AF72A086A,Deloused in the Comatorium,ARHUC691187B9AD27F,20883363-1ea4-4d72-ad72-c0e767038f3e,The Mars Volta,380.42077,0.867258942438,0.54776411101,2003
7e89a43dc229de4259b5a36053de255a6247a773,SOGAALD12A6D4F58F2,2,TRAYKHZ128F145289F,Caviglia,SOGAALD12A6D4F58F2,Scab Dates,ARHUC691187B9AD27F,20883363-1ea4-4d72-ad72-c0e767038f3e,The Mars Volta,165.72036,0.867258942438,0.54776411101,2005
7e89a43dc229de4259b5a36053de255a6247a773,SOGRKPG12A58A7ADF7,1,TRAKBON128F9311039,Around And Around,SOGRKPG12A58A7ADF7,12 x 5,ARFCUN31187B9AD578,b071f9fa-14b0-4217-8e97-eb41da73f598,The Rolling Stones,183.17016,0.814829656133,0.776037656053,1964
7e89a43dc229de4259b5a36053de255a6247a773,SOHDZDZ12A6D4F7238,1,TRBCYOI128F1455566,Crawlspace,SOHDZDZ12A6D4F7238,To The 5 Boroughs,ARLHO5Z1187FB4C861,9beb62b2-88db-4cea-801e-162cd344ee53,Beastie Boys,173.60934,0.853124523276,0.591628024008,2004
7e89a43dc229de4259b5a36053de255a6247a773,SOHHJYE12A8AE47599,2,TRBGCAK128F425F3CC,Firestarter,SOHHJYE12A8AE47599,Put Your Hands Up! 4,AR4L4WQ1187FB51996,4a4ee089-93b1-4470-af9a-6ff575d32704,The Prodigy,225.09669,0.638614022451,0.601436482837,1996
7e89a43dc229de4259b5a36053de255a6247a773,SOKESRD12A6701E91C,1,TRBHJPQ128E078ED8F,Everybody's Gonna Be Happy,SOKESRD12A6701E91C,Songs For The Deaf,AR6G4V01187B9AD086,7dc8f5bd-9d0b-4087-9f73-dc164950bbd8,Queens Of The Stone Age,155.61098,0.798645178742,0.552413345517,2002
7e89a43dc229de4259b5a36053de255a6247a773,SONJBQX12A6D4F8382,1,TRAQVTO128F14696A6,Da Funk,SONJBQX12A6D4F8382,Homework,ARF8HTQ1187B9AE693,056e4f3e-d505-4dad-8ec1-d04f521cbb56,Daft Punk,329.53424,0.902840760111,1.02125558749,1995
7e89a43dc229de4259b5a36053de255a6247a773,SONQBUB12A6D4F8ED0,1,TRAADLN128F14832E9,Angie (1993 Digital Remaster),SONQBUB12A6D4F8ED0,Jump Back - The Best Of The Rolling Stones_ '71-'93,ARFCUN31187B9AD578,b071f9fa-14b0-4217-8e97-eb41da73f598,The Rolling Stones,271.49016,0.814829656133,0.735765692951,0
7e89a43dc229de4259b5a36053de255a6247a773,SOPWKOX12A8C139D43,3,TRAIELD128F92DC682,Genius,SOPWKOX12A8C139D43,Youth & Young Manhood,ARF2EHS1187B994F4E,6ffb8ea9-2370-44d8-b678-e9237bbd347b,Kings Of Leon,168.82893,0.845768866449,0.788805935162,2003
7e89a43dc229de4259b5a36053de255a6247a773,SOQLNEY12B0B8062FA,3,TRALEPN128F9311179,Dancing Shoes,SOQLNEY12B0B8062FA,Whatever People Say I Am_ That's What I'm Not,ARM0P6Z1187FB4D466,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,Arctic Monkeys,141.13914,0.816596710223,0.553661233298,2004
7e89a43dc229de4259b5a36053de255a6247a773,SOTBYJX12AB0188922,5,TRBCMSO128F92E6AE5,(I Used To Couldn't Dance) Tight Pants,SOTBYJX12AB0188922,Heart On,ARHR5BC1187B9AC348,de11b037-d880-40e0-8901-0397c768c457,Eagles Of Death Metal,215.64036,0.761986351169,0.497197396052,2008
7e89a43dc229de4259b5a36053de255a6247a773,SOUXANT12A6D4FB048,2,TRBDSFP128E07937B9,Hunger Strike,SOUXANT12A6D4FB048,Temple Of The Dog,ARPGTHP1187B9AC284,e9571c17-817f-4d34-ae3f-0c7a96f822c1,Temple Of The Dog,243.9571,0.630308846108,0.48894420136,1991
