user_id,song_id,song_play_count,track_id,title,song_id,release,artist_id,artist_mbid,artist_name,duration,artist_familiarity,artist_hottness,year
c4856e595823e7e2607ebfe588ec7ce5eb29ea88,SOAZWHG12AB01861BA,2,TRBEISL128F931B107,The Same Old Innocence,SOAZWHG12AB01861BA,Places Like This,ARIW1BH1187FB4C94A,b91f0973-002e-4237-a39f-c7e02e786e53,Architecture In Helsinki,210.49424,0.807876867889,0.505181615869,2007
c4856e595823e7e2607ebfe588ec7ce5eb29ea88,SOBTWLJ12A58A7DDD2,2,TRAZJGD128F4289D2A,To Bob Ross With Love (Album Version),SOBTWLJ12A58A7DDD2,The Papercut Chronicles,ARGMGHN1187B9B4213,f4d4b515-0b74-423f-a161-db184330c37c,Gym Class Heroes,158.64118,0.906619151711,0.563403565869,2005
c4856e595823e7e2607ebfe588ec7ce5eb29ea88,SOCGOZK12A8151BD5D,1,TRASRXK128F9311176,Fake Tales Of San Francisco,SOCGOZK12A8151BD5D,Whatever People Say I Am_ That's What I'm Not,ARM0P6Z1187FB4D466,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,Arctic Monkeys,177.94567,0.816596710223,0.57707587455,2004
c4856e595823e7e2607ebfe588ec7ce5eb29ea88,SODCIIZ12A8C13C0C5,1,TRBCYNZ128F933ABF5,Heart it Races (Yacht's I Should Coco Mix),SODCIIZ12A8C13C0C5,Heart It Races Remixes,ARIW1BH1187FB4C94A,b91f0973-002e-4237-a39f-c7e02e786e53,Architecture In Helsinki,279.90159,0.807876867889,0.505181615869,0
c4856e595823e7e2607ebfe588ec7ce5eb29ea88,SOGLABR12A6D4F9585,1,TRAKUNC128F147C549,Freaks (Album Version),SOGLABR12A6D4F9585,While You Were Out,ARQXR6R1187FB46FD6,b10db9ad-b4c3-47f3-a7a4-37864b134f65,Soul Asylum,206.75873,0.690080123787,0.466775621926,1986
c4856e595823e7e2607ebfe588ec7ce5eb29ea88,SOIAQFI12AF729E236,1,TRAMOGA12903CB4421,Musical 69,SOIAQFI12AF729E236,Pink Crustaceans and  Good Vibrations,ARO5P0H1187FB5BAD7,04f8dad4-de2d-4e98-8837-6a55075a9847,Pepper,172.87791,0.765141417908,0.471493226676,2008
c4856e595823e7e2607ebfe588ec7ce5eb29ea88,SOITBNC12AF72A0B2A,1,TRASPAS128E078DFB3,Smile Jamaica,SOITBNC12AF72A0B2A,Kaya,ARAZCWP129462A97F1,ed2ac1e9-d51d-4eff-a2c2-85e81abd6360,Bob Marley & The Wailers,307.61751,0.778835827402,0.570106511951,1992
c4856e595823e7e2607ebfe588ec7ce5eb29ea88,SOJHUQN12A6D4F8EDE,1,TRASDOI128F1480E28,Emergency (Album Version),SOJHUQN12A6D4F8EDE,Emergency,AR4OU721187FB4549D,728ea90d-279b-4201-a8c4-597830883150,Paramore,243.51302,0.951487817961,0.65892482413,0
c4856e595823e7e2607ebfe588ec7ce5eb29ea88,SOLTIVF12AAFF43797,2,TRAIVMM12903CFAD62,Lively Up Yourself,SOLTIVF12AAFF43797,Keep on Moving,ARAZCWP129462A97F1,ed2ac1e9-d51d-4eff-a2c2-85e81abd6360,Bob Marley,173.24363,0.778835827402,0.570106511951,1991
c4856e595823e7e2607ebfe588ec7ce5eb29ea88,SOMMSMW12A8C13FCCC,3,TRACCUS128F92E1FEB,Bedroom Acoustics,SOMMSMW12A8C13FCCC,Plug In Baby,ARR3ONV1187B9A2F59,fd857293-5ab8-40de-b29e-55a69d4e4d0f,Muse,156.96934,0.929030287441,0.750426551019,0
c4856e595823e7e2607ebfe588ec7ce5eb29ea88,SOSQIHH12A8C13370B,1,TRARTEH128F423DBC1,15 Step,SOSQIHH12A8C13370B,In Rainbows,ARH6W4X1187B99274F,a74b1b7f-71a5-4011-9441-d0b5e4122711,Radiohead,237.21751,0.899934952232,0.683658060202,2007
c4856e595823e7e2607ebfe588ec7ce5eb29ea88,SOUPVWK12A6310EF7A,1,TRAQHNX128E07822A7,Fast-Track,SOUPVWK12A6310EF7A,Pyramid Song,ARH6W4X1187B99274F,a74b1b7f-71a5-4011-9441-d0b5e4122711,Radiohead,197.45914,0.899934952232,0.683658060202,2001
c4856e595823e7e2607ebfe588ec7ce5eb29ea88,SOWGZFG12A8151AF41,1,TRAOWBP128F4257C64,Monsoon,SOWGZFG12A8151AF41,Sleep Through The Static: Remixed,ARC8CQZ1187B98DECA,ff6e677f-91dd-4986-a174-8db0474b1799,Jack Johnson,264.82893,0.832011769132,0.677482479432,2008
c4856e595823e7e2607ebfe588ec7ce5eb29ea88,SOWSIVF12AB018D3D1,1,TRAUEYX12903CEAF48,Need To Shout,SOWSIVF12AB018D3D1,In Case We Die,ARIW1BH1187FB4C94A,b91f0973-002e-4237-a39f-c7e02e786e53,Architecture In Helsinki,249.28608,0.807876867889,0.505181615869,2005
c4856e595823e7e2607ebfe588ec7ce5eb29ea88,SOWZPSA12AB0187979,1,TRARLGD128F93119C1,I Constantly Thank God For Esteban [Live In Chicago],SOWZPSA12AB0187979,Live In Chicago,ARL6FF81187FB5A916,b9472588-93f3-4922-a1a2-74082cdf9ce8,Panic At The Disco,253.23057,0.842368943943,0.604655128135,0
c4856e595823e7e2607ebfe588ec7ce5eb29ea88,SOZCARG12A6D4F74D1,4,TRAWCQE128F14676AC,Simon,SOZCARG12A6D4F74D1,No Name Face,ARUTEVU1187B9ACAF9,04591295-6d94-45cb-b6c7-1ae17c6f380e,Lifehouse,360.95955,0.820072417706,0.710879070991,2000
